relative_path,codec,profile,bit_depth,hdr,resolution,audio,duration,bitrate,fps,file_size
"Las guerreras k-pop (2025) [tmdbid-803796]/Las guerreras k-pop (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,Main,8-bit,SDR,1080p,"EAC3 5.1 (eng); EAC3 5.1 (spa)",5977s,6214kbps,23.98,4.32 GB
"Las vidas de Sing Sing (2024) [tmdbid-1155828]/Las vidas de Sing Sing (2024) - (Spanish English Subs) Micro4K 2160p SDR x265-AC3 by CHINAKO (hispashare org).mkv",HEVC,Main 10,10-bit,SDR,4K,"AC3 5.1 (spa); AC3 5.1 (eng)",6406s,7280kbps,23.98,5.43 GB
"Lightyear (2022) [tmdbid-718789]/Lightyear (2022) - (Spanish English Subs) WEB-DL m1080p x265-AC3 by yamil.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6315s,4429kbps,23.98,3.26 GB
"Lilo y Stitch (2002) [tmdbid-11544]/Lilo y Stitch (2002) - (Spanish English Subs) HD 1080p CHDR HEVC 10b-AAC by Geot (siemprehevc).mkv",HEVC,Main 10,10-bit,HDR10,720p,"AAC 5.1 (spa); AAC 5.1 (eng)",5122s,3888kbps,23.98,2.32 GB
"Lilo y Stitch (2025) [tmdbid-552524]/Lilo y Stitch (2025) - (Spanish English Subs) Micro4K 2160p SDR x265-AC3 by CHINAKO (hispashare org).mkv",HEVC,Main 10,10-bit,SDR,4K,"AC3 5.1 (Español); AC3 5.1 (English)",6564s,6629kbps,24.00,5.07 GB
"Llega de noche (2017) [tmdbid-418078]/Llega de noche (2017) - (Spanish English Spanishsub Englishsub) BDrip 1080p HEVC 10b-AC3.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",5497s,2993kbps,23.98,1.91 GB
"Lluvia de albóndigas (2009) [tmdbid-22794]/Lluvia de albóndigas (2009) - (Spanish English Subs) HD 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); DTS 5.1 (eng)",5393s,10642kbps,23.98,6.68 GB
"Lluvia de albóndigas 2 (2013) [tmdbid-109451]/Lluvia de albóndigas 2 (2013) - [BDrip 1080p x264 Cast AC3 Eng AC3] by HDG.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Castellano AC3 5.1); AC3 5.1 (Ingles AC3 5.1)",5690s,12052kbps,23.98,7.98 GB
"Lo que esconde Silver Lake (2018) [tmdbid-396461]/Lo que esconde Silver Lake (2018) - (Spanish English Subs) BDrip 1080p x264-AC3 by mokesky (filibusteros com).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (DD 5.1); AC3 5.1 (DD 5.1)",8353s,6002kbps,24.00,5.84 GB
"Lo que le falta a esta estrella (2025) [tmdbid-1165642]/Lo que le falta a esta estrella (2025) - (Spanish Korean Subs) WEB-DL 1080p x264-EAC3 by scorpion-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (kor)",5906s,4486kbps,24.00,3.08 GB
"Locos por el surf (2007) [tmdbid-9408]/Locos por el surf (2007) - (Spanish English Subs) BDRip 1080p x264-AC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (eng); AC3 2.0 (stream 2)",5131s,3173kbps,23.98,1.90 GB
"Locos por el surf 2: Olamanía (2017) [tmdbid-411840]/Locos por el surf 2: Olamanía (2017) - (Spanish English SpanishSub) WEB-DL m1080p x264-AC3.mkv",H264,Main,8-bit,SDR,1080p,"AAC 5.1 (Surround); AAC 5.1 (Surround)",5049s,3780kbps,24.00,2.22 GB
"Lolita (1962) [tmdbid-802]/Lolita (1962) - (Spanish English Subs) BDRip 1080p x265-AC3 AAC.mkv",HEVC,Main 10,10-bit,SDR,720p,"AC3 2.0 (Castellano); AAC 1.0 (Inglés)",9212s,5240kbps,23.98,5.62 GB
"Los aristogatos (1970) [tmdbid-10112]/Los aristogatos (1970) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by LWTL (hispashare org).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (English); AAC 2.0 (Español)",4705s,6837kbps,23.98,3.74 GB
"Los Cuatro Fantásticos: Primeros pasos (2025) [tmdbid-617126]/Los Cuatro Fantásticos: Primeros pasos (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by kowalski-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); EAC3 5.1 (stream 2)",6947s,3277kbps,24.00,2.65 GB
"Los Goonies (1985) [tmdbid-9340]/Los Goonies (1985) - (Spanish English Subs) BDRip 2160p x265 10Bit HDR-AC3 AAC (hispashare com).mkv",HEVC,Main 10,10-bit,HDR10,4K,"AC3 2.0 (Castellano); AAC 5.1 (Ingles)",6838s,22026kbps,23.98,17.54 GB
"Los Increíbles (2004) [tmdbid-9806]/Los Increíbles (2004) - (Spanish English) BDrip 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6642s,5855kbps,25.00,4.53 GB
"Los Increíbles 2 (2018) [tmdbid-260513]/Los Increíbles 2 (2018) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",7070s,14577kbps,23.98,12.00 GB
"Los Mitchell contra las máquinas (2021) [tmdbid-501929]/Los Mitchell contra las máquinas (2021) - [UHD 4K HEVC AAC Dual Subs].mkv",HEVC,Main 10,10-bit,SDR,4K,"AAC 2.0 (spa); AAC 5.1 (eng)",6843s,9905kbps,23.98,7.89 GB
"Los rescatadores (1977) [tmdbid-11319]/Los rescatadores (1977) - (Spanish English Subs) HD 1080p x264-AC3 DTS.mkv",H264,High,8-bit,SDR,720p,"AC3 5.1 (Español AC3); DTS 5.1 (Ingles DTS)",4634s,6653kbps,23.98,3.59 GB
"Los rescatadores en Cangurolandia (1990) [tmdbid-11135]/Los rescatadores en Cangurolandia (1990) - (Spanish English Subs) WEBRip 1080p x264-AC3 DTS.mkv",H264,High,8-bit,SDR,720p,"AC3 5.1 (Español AC3); DTS 5.1 (Ingles DTS)",4628s,6651kbps,23.98,3.58 GB
"Los sudarios (2025) [tmdbid-970947]/Los sudarios (2025) - (Spanish English Subs) BDRip 1080p x264-EAC3 by diavliyo-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); EAC3 5.1 (stream 2)",7163s,3276kbps,24.00,2.73 GB
"Lost in Translation (2003) [tmdbid-153]/Lost in Translation (2003) - (Spanish English Subs) BDRip 1080p x264-AC3 by mokesky (hispashare org).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6106s,6242kbps,23.98,4.44 GB
"Luca (2021) [tmdbid-508943]/Luca (2021) - (Spanish English Subs) BDrip 1080p x264-AC3 5 1 by HDBart.mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (Castellano); EAC3 5.1 (Inglés)",6063s,7452kbps,23.98,5.26 GB
"Lugares oscuros (2015) [tmdbid-182560]/Lugares oscuros (2015) - (Spanish English Subs) BDRip 1080p x264-AC3 by newpct1.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 ([www.newpct1.com]); AC3 5.1 ([www.newpct1.com])",6750s,5397kbps,24.00,4.24 GB
"Madre! (2017) [tmdbid-381283]/Madre! (2017) - (Spanish English Subs) HD 1080p x264-AC3 by Phenom (emuleteca).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",7272s,5677kbps,23.98,4.81 GB
"Maléfica (2014) [tmdbid-102651]/Maléfica (2014) - (Spanish English Subs) BDRip 1080p x264-EAC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",5848s,5698kbps,23.98,3.88 GB
"Maléfica: Maestra del mal (2019) [tmdbid-420809]/Maléfica: Maestra del mal (2019) - (Spanish English Subs) BDRip 1080p x264-EAC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",7131s,5719kbps,23.98,4.75 GB
"Marcel, la concha con zapatos (2022) [tmdbid-869626]/Marcel, la concha con zapatos (2022) - (English Subs) WEBRip 1080p x264-AC3 by laxa.mkv",H264,Main,8-bit,SDR,1080p,"AC3 5.1 (Marcel the Shell with Shoes On.(English.Spanishsub.Englishsub).WEB-DLRip.m1080p.x264-AC3)",5422s,5146kbps,23.98,3.25 GB
"Mars Express (2023) [tmdbid-586810]/Mars Express (2023) - (Spanish French Subs) WEBRip 1080p x264-EAC3 by moonnight-xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (qaa)",5103s,2858kbps,25.00,1.70 GB
"Marte necesita madres (2011) [tmdbid-50321]/Marte necesita madres (2011) - (Spanish Subs) WEBRip 1080p x264-AC3.mkv",H264,Constrained Baseline,8-bit,SDR,1080p,"AC3 5.1 (spa)",5284s,4847kbps,23.98,2.98 GB
"Materialistas (2025) [tmdbid-1136867]/Materialistas (2025) - (Spanish English Subs) BDRip 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); EAC3 5.1 (stream 2)",6972s,3277kbps,23.98,2.66 GB
"Matrix (1999) [tmdbid-603]/Matrix (1999) - (REPACK) (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8179s,34530kbps,23.98,32.88 GB
"Matrix Reloaded (2003) [tmdbid-604]/Matrix Reloaded (2003) - (REPACK) (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8298s,35448kbps,23.98,34.24 GB
"Matrix Resurrections (2021) [tmdbid-624860]/Matrix Resurrections (2021) - (REPACK) (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8878s,16309kbps,23.98,16.86 GB
"Matrix Revolutions (2003) [tmdbid-605]/Matrix Revolutions (2003) - (REPACK) (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",7756s,25878kbps,23.98,23.37 GB
"MaXXXine (2024) [tmdbid-1023922]/MaXXXine (2024) - (Spanish English Subs) WEBRip 1080p x265-EAC3 by Jonkar (hispashare org).mkv",HEVC,Main,8-bit,SDR,1080p,"EAC3 5.1 (spa); AC3 5.1 (eng)",6254s,3103kbps,23.98,2.26 GB
"Megalópolis (2024) [tmdbid-592831]/Megalópolis (2024) - (Spanish English Subs) BDRip 1080p x264-EAC3 by mokesky (hispashare org).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",8346s,6139kbps,24.00,5.96 GB
"Men (2022) [tmdbid-780609]/Men (2022) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",6010s,25425kbps,23.98,17.79 GB
"Menashe (2017) [tmdbid-428584]/Menashe (2017) - BDRip 1080p x264 DTS-USURY.mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (stream 1)",4936s,9506kbps,23.98,5.46 GB
"Midsommar (2019) [tmdbid-530385]/Midsommar (2019) - (Spanish English Subs) BDRip 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",8826s,3742kbps,23.98,3.84 GB
"Mientras seamos jóvenes (2015) [tmdbid-252512]/Mientras seamos jóvenes (2015) - (Spanish English Subs) BDRip 1080p x265-AC3 by JJ.mkv",HEVC,Main,8-bit,SDR,1080p,"AC3 2.0 (spa); EAC3 5.1 (eng)",5823s,4860kbps,23.98,3.29 GB
"Minari. Historia de mi familia (2021) [tmdbid-615643]/Minari. Historia de mi familia (2021) - (Spanish English Subs) MicroHD 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6913s,5675kbps,23.98,4.57 GB
"Mirando a través del agua (2025) [tmdbid-1044768]/Mirando a través del agua (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (stream 2)",6400s,3953kbps,23.98,2.95 GB
"Mononoke II: Las cenizas de la ira (2025) [tmdbid-1322218]/Mononoke II: Las cenizas de la ira (2025) - (Spanish Japanese Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,Main,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (jpn)",4580s,6159kbps,24.00,3.28 GB
"Monstruos University (2013) [tmdbid-62211]/Monstruos University (2013) - (Spanish English Subs) HD 1080p x264-AC3 by Annaa (emulesonic com).mkv",H264,Main,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6228s,3756kbps,23.98,2.72 GB
"Monstruos, S.A. (2001) [tmdbid-585]/Monstruos, S.A. (2001) - (Spanish English Subs) BDrip 1080p x264-DTS by axis.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (español); DTS 5.1 (español DTS); AC3 5.1 (english)",5536s,4188kbps,23.98,2.70 GB
"Moon, mi amigo panda (2025) [tmdbid-1178532]/Moon, mi amigo panda (2025) - (Spanish French Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (fre); EAC3 5.1 (spa)",5983s,4928kbps,24.00,3.43 GB
"Moonlight (2016) [tmdbid-376867]/Moonlight (2016) - Esp-Spa 1080p AAC 5 1 H265 SubForz by Skuallo.mkv",HEVC,Main,8-bit,SDR,1080p,"AAC 5.1 (Español)",6657s,2186kbps,23.98,1.69 GB
"Morris from America (2016) [tmdbid-352890]/Morris from America (2016) - 1080p WEB-DL DD5 1 H264-FGT.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Morris.from.America.2016.1080p.WEB-DL.DD5.1.H264-FGT)",5425s,5598kbps,24.00,3.54 GB
"Muerte, muerte, muerte (2022) [tmdbid-520023]/Muerte, muerte, muerte (2022) - (Spanish English Subs) BDRip 1080p x265-AC3 by Jonkar (hispashare com).mkv",HEVC,Main 10,10-bit,SDR,1080p,"EAC3 5.1 (Castellano); AC3 5.1 (Inglés)",5633s,3876kbps,23.98,2.54 GB
"Mufasa: El rey león (2024) [tmdbid-762509]/Mufasa: El rey león (2024) - (Spanish English Subs) WEBRip 1080p x264-EAC3 AAC by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); EAC3 5.1 (Castellano DD+ 5.1 @ 640 kbps)",7258s,3275kbps,24.00,2.77 GB
"Mulán (1998) [tmdbid-10674]/Mulán (1998) - (Spanish English Subs) BDrip 1080p x264-AC3 by axis.mkv",H264,High,8-bit,SDR,720p,"AC3 5.1 (español); AC3 5.1 (english)",5270s,2047kbps,23.98,1.26 GB
"Mulán (2020) [tmdbid-337401]/Mulán (2020) - (Spanish English Subs) BDrip 1080p x264-DTS-AC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (DTS 5.1); AC3 5.1 (DD 5.1)",6911s,6140kbps,23.98,4.94 GB
"Mulán 2 (2004) [tmdbid-12242]/Mulán 2 (2004) - (Spanish English Subs) BDrip 1080p x264-AC3 by axis.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (español); AC3 5.1 (english)",4722s,1973kbps,23.98,1.08 GB
"Mundo extraño (2022) [tmdbid-877269]/Mundo extraño (2022) - WEB-DL 1080p x265 Castellano English Sub Spanish English.mkv",HEVC,Main,8-bit,SDR,1080p,"AC3 5.1 (Castellano); AC3 5.1 (Inglés)",6158s,4257kbps,23.98,3.05 GB
"Nadie 2 (2025) [tmdbid-1007734]/Nadie 2 (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); EAC3 5.1 (spa)",5364s,3275kbps,23.98,2.05 GB
"Ne Zha (2019) [tmdbid-615453]/Ne Zha (2019) - (Chinese Sub Spanish) 1080p H265 AAC BRrip by LWTL para hispashare.mkv",HEVC,Main 10,10-bit,SDR,1080p,"AAC 5.1 (Chinese (V.O.))",6608s,4826kbps,24.00,3.71 GB
"Ne Zha 2 (2025) [tmdbid-980477]/Ne Zha 2 (2025) - (Chinese Subs) WEBRip 1080p x264-EAC3 by LWTL (hispashare org).mkv",H264,Main,8-bit,HDR10,1080p,"EAC3 5.1 (Chino)",8678s,5642kbps,23.98,5.70 GB
"Never Goin' Back (2018) [tmdbid-490005]/Never Goin' Back (2018) - (Spanish English Subs) WEBRip 1080p x264-EAC3 by moonnight-xusman (nocturniap2p-exploradoresp2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (qaa)",4997s,2754kbps,25.00,1.60 GB
"Noches de verano (2018) [tmdbid-347866]/Noches de verano (2018) - (Estreno 2022) (Spanish English Subs) BDrip 1080p x264-AC3 by krom.mkv",H264,High,8-bit,SDR,1080p,"AC3 2.0 (spa); AC3 5.1 (eng)",6470s,6312kbps,23.98,4.75 GB
"Oliver y su pandilla (1988) [tmdbid-12233]/Oliver y su pandilla (1988) - (Spanish English Subs) BDRip 1080p x264-AC3 by Aress.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Español AC3); AC3 5.1 (Ingles AC3)",4423s,5515kbps,23.98,2.84 GB
"On Becoming a Guinea Fowl (2024) [tmdbid-1082938]/On Becoming a Guinea Fowl (2024) - Rungano Nyoni VOSEng.mp4",H264,High,8-bit,SDR,1080p,"AAC 5.1 (und)",5927s,2638kbps,23.98,1.82 GB
"Onward (2020) [tmdbid-508439]/Onward (2020) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",6148s,22221kbps,23.98,15.90 GB
"Oppenheimer (2023) [tmdbid-872585]/Oppenheimer (2023) - (Spanish English Subs) BDRip 1080p x264-DTS AC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (spa); AC3 5.1 (eng)",10822s,5882kbps,23.98,7.41 GB
"Pacific Rim (2013) [tmdbid-68726]/Pacific Rim (2013) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); AC3 5.1 (Ingles)",7878s,26848kbps,23.98,24.62 GB
"Padre no hay más que uno 5: Nido repleto (2025) [tmdbid-1328913]/Padre no hay más que uno 5: Nido repleto (2025) - (Spanish Subs) WEB-DL 1080p x264-EAC3 by enjoy (hispashare org).mkv",H264,Main,8-bit,SDR,1080p,"EAC3 5.1 (Castellano)",6005s,5634kbps,24.00,3.94 GB
"Paprika, detective de los sueños (2006) [tmdbid-4977]/Paprika, detective de los sueños (2006) - (Latino Spanish Japanese English Subs) BDRip 1080p x264-AC3.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Audio Español Latino); AC3 5.1 (Audio Castellano); AC3 5.1 (Audio Japonés); AC3 5.1 (Audio English)",5433s,5628kbps,23.98,3.56 GB
"Parthenope (2024) [tmdbid-1109255]/Parthenope (2024) - (Spanish Italian Subs) Micro4K 2160p SDR x265-AC3 by CHINAKO (hispashare org).mkv",HEVC,Main 10,10-bit,SDR,4K,"AC3 5.1 (spa); AC3 5.1 (ita)",8195s,6962kbps,24.00,6.64 GB
"Patoaventuras: La película. El tesoro de la lámpara perdida (1990) [tmdbid-10837]/Patoaventuras: La película. El tesoro de la lámpara perdida (1990) - (Spanish English Subs) WEB-DL 2160p x265 10Bit Dolby Vision HDR-AAC by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AAC 2.0 (Castellano); AAC 2.0 (Ingles)",4427s,16452kbps,23.98,8.48 GB
"Pearl (2022) [tmdbid-949423]/Pearl (2022) - (Spanish Subs) WEBRip 1080p x264-EAC3 by jato-xusman (nocturniap2p-exploradoresp2p).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa)",6130s,2890kbps,23.98,2.06 GB
"Pedro y el dragón Elliot (1977) [tmdbid-11114]/Pedro y el dragón Elliot (1977) - BDRip 720p [AC3-DTS] [Castellano-Aleman] [Subs Castellano].mkv",H264,High,8-bit,SDR,480p,"AC3 5.1 (Español Neutro AC3 5.1[640Kbps]); DTS 5.1 (DTS 5.1 Aleman[1510Kbps])",6357s,6540kbps,23.98,4.84 GB
"Perfect Blue (1998) [tmdbid-10494]/Perfect Blue (1998) - (Spanish Japanese Subs) BDRip 2160p x264-AC3 AAC by Kakihara (hispashare org).mkv",H264,High,8-bit,SDR,4K,"AC3 2.0 (Castellano 1 (by Kakihara)); AC3 2.0 (Castellano 2 (by Kakihara)); AAC 5.1 (VO. Japanese 5.1 AAC); AAC 2.0 (VO. Japanese Stereo FLAC); AAC 2.0 (Audiocomentarios del director Satoshi Kon)",4902s,9565kbps,23.98,5.46 GB
"Pesadilla antes de Navidad (1993) [tmdbid-9479]/Pesadilla antes de Navidad (1993) - (Spanish English Subs) BDRip 1080p x265-AAC by Juarmanue.mkv",HEVC,Main 10,10-bit,SDR,720p,"AAC 5.1 (Castellano); AAC 7.1 (Inglés)",4600s,6321kbps,23.98,3.39 GB
"Peter Pan (1953) [tmdbid-10693]/Peter Pan (1953) - (Spanish English Subs) BDrip 1080p x264-AC3 (exploradoresp2p com).mkv",H264,High,8-bit,SDR,720p,"AC3 2.0 (Español); AC3 5.1 (Inglés)",4418s,3000kbps,25.00,1.54 GB
"Peter Pan & Wendy (2023) [tmdbid-420808]/Peter Pan & Wendy (2023) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",6201s,8052kbps,24.00,5.81 GB
"Peter Pan en Regreso al País de Nunca Jamás (2002) [tmdbid-16690]/Peter Pan en Regreso al País de Nunca Jamás (2002) - (Spanish) BDrip 1080p x264-mp3 by jose1969 (exploradoresp2p com).mkv",H264,High,8-bit,SDR,720p,"MP3 2.0 (Castellano)",4175s,2689kbps,25.00,1.31 GB
"Peter y el dragón (2016) [tmdbid-294272]/Peter y el dragón (2016) - (Spanish English Subs) BDrip m1080p x264-DTS-AC3.mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (spa); AC3 5.1 (spa); AC3 5.1 (eng)",6166s,6655kbps,23.98,4.78 GB
"Pinocho (1940) [tmdbid-10895]/Pinocho (1940) - (Spanish English Subs) BDrip 720p x264-AC3 by jomime.mkv",H264,High,8-bit,SDR,480p,"AC3 5.1 (Español); AC3 5.1 (Inglés)",5264s,4756kbps,23.98,2.91 GB
"Pinocho (2022) [tmdbid-532639]/Pinocho (2022) - (Spanish English Subs) WEB-DL 1080p x264-AC3 by yamil.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6309s,7978kbps,24.00,5.86 GB
"Piratas del Caribe: En el fin del mundo (2007) [tmdbid-285]/Piratas del Caribe: En el fin del mundo (2007) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",10108s,15430kbps,23.98,18.16 GB
"Piratas del Caribe: La maldición de la Perla Negra (2003) [tmdbid-22]/Piratas del Caribe: La maldición de la Perla Negra (2003) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8590s,17626kbps,23.98,17.63 GB
"Policán (2025) [tmdbid-774370]/Policán (2025) - (Spanish English Subs) BDRip 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); EAC3 5.1 (spa)",5355s,3405kbps,23.98,2.12 GB
"Predator (2018) [tmdbid-346910]/Predator (2018) - (Spanish English Subs) BDRip 1080p x264-DTS-AC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (spa); AC3 5.1 (eng)",6417s,5869kbps,23.98,4.38 GB
"Predator: Asesino de asesinos (2025) [tmdbid-1376434]/Predator: Asesino de asesinos (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (eng); EAC3 5.1 (Español)",5088s,6011kbps,24.00,3.56 GB
"Predator: La presa (2022) [tmdbid-766507]/Predator: La presa (2022) - (Spanish English Subs) BDRip 1080p x264-AC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",5976s,5718kbps,23.98,3.98 GB
"Predators (2010) [tmdbid-34851]/Predators (2010) - (Spanish English Subs) BDrip 1080p x264-AC3 by mokesky (filibusteros com).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (DD 5.1); AC3 5.1 (DD 5.1)",6413s,6058kbps,23.98,4.52 GB
"Priscilla (2023) [tmdbid-1020006]/Priscilla (2023) - (Spanish English Subs) WEB-DL 2160p DV HDR x265-EAC3 by JJ.mkv",HEVC,Main 10,10-bit,HDR10,4K,"AC3 2.0 (spa); EAC3 5.1 (eng)",6765s,25651kbps,23.98,20.20 GB
"Prisioneros (2013) [tmdbid-146233]/Prisioneros (2013) - (Spanish English Subs) BDrip 1080p x264-AC3 by mokesky.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (AC3 5.1 640 kbps); AC3 5.1 (AC3 5.1 640 kbps)",9192s,5781kbps,23.98,6.19 GB
"Problemista (2024) [tmdbid-852247]/Problemista (2024) - [4k-h265-hdr+ AAC51-ES (España) -EN 2024] Mf99.mp4",HEVC,Main 10,10-bit,HDR10,4K,"AAC 5.1 (spa); AAC 5.1 (eng)",6272s,4559kbps,23.98,3.33 GB
"Prometheus (2012) [tmdbid-70981]/Prometheus (2012) - (Spanish English Subs) BDrip 1080p x264-DTS-AC3 by mokesky (filibusteros com).mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (DTS 5.1); AC3 5.1 (DD 5.1)",7426s,6127kbps,23.98,5.30 GB
